Timestamp,Level,Source_IP,Message
2025-07-01 03:07:57,INFO,170.159.181.138,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 03:08:15,INFO,170.159.181.138,GET /dashboard HTTP/1.1 302 0 - Chrome/120.0
2025-07-01 03:08:45,INFO,170.159.181.138,GET /dashboard HTTP/1.1 302 5321 - Chrome/120.0
2025-07-01 03:09:12,INFO,170.159.181.138,Session refreshed for user 'api-service'
2025-07-01 03:10:35,INFO,105.92.219.108,GET /home HTTP/1.1 200 2048 - Mozilla/5.0
2025-07-01 03:11:23,INFO,170.159.181.138,File access: /var/www/contact.html
2025-07-01 03:14:07,INFO,144.152.23.190,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 03:17:45,INFO,101.200.40.86,Session refreshed for user 'testuser'
2025-07-01 03:18:24,INFO,32.115.161.65,POST /api/data HTTP/1.1 200 5321 - python-requests/2.31
2025-07-01 03:19:53,INFO,170.159.181.138,Successful login for user 'bob'
2025-07-01 03:20:19,INFO,170.159.181.138,POST /api/data HTTP/1.1 200 5321 - python-requests/2.31
2025-07-01 03:20:42,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 0 - curl/7.88.1
2025-07-01 03:20:55,INFO,188.194.57.196,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 03:23:41,INFO,219.117.186.60,GET /about.html HTTP/1.1 304 4096 - curl/7.88.1
2025-07-01 03:24:06,INFO,184.36.80.76,GET /dashboard HTTP/1.1 302 1245 - Chrome/120.0
2025-07-01 03:25:01,INFO,87.162.102.237,File access: /var/www/contact.html
2025-07-01 03:26:53,INFO,162.139.183.45,Session refreshed for user 'bob'
2025-07-01 03:31:30,INFO,62.26.27.231,GET /about.html HTTP/1.1 304 4096 - curl/7.88.1
2025-07-01 03:35:50,INFO,170.159.181.138,POST /api/data HTTP/1.1 200 5321 - python-requests/2.31
2025-07-01 03:37:56,INFO,206.103.192.44,File access: /var/www/app.js
2025-07-01 03:38:09,INFO,182.26.231.46,File access: /var/www/app.js
2025-07-01 03:47:28,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 4096 - curl/7.88.1
2025-07-01 03:47:40,INFO,159.145.84.178,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 03:53:19,INFO,206.179.121.250,GET /home HTTP/1.1 200 4096 - Mozilla/5.0
2025-07-01 03:54:40,INFO,170.159.181.138,POST /api/data HTTP/1.1 200 4096 - python-requests/2.31
2025-07-01 03:57:02,INFO,126.180.99.249,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 03:57:50,INFO,170.159.181.138,File access: /var/www/contact.html
2025-07-01 04:01:41,INFO,146.10.102.117,GET /home HTTP/1.1 200 2048 - Mozilla/5.0
2025-07-01 04:02:10,INFO,13.138.122.223,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 04:02:29,INFO,38.213.162.70,File access: /var/www/app.js
2025-07-01 04:02:52,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 04:03:46,INFO,130.22.231.95,Successful login for user 'api-service'
2025-07-01 04:03:51,INFO,66.34.124.26,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 04:04:35,INFO,196.184.51.43,Successful login for user 'api-service'
2025-07-01 04:09:22,INFO,58.218.71.185,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 04:09:55,INFO,136.189.214.25,GET /home HTTP/1.1 200 2048 - Mozilla/5.0
2025-07-01 04:10:04,INFO,54.236.25.174,POST /api/data HTTP/1.1 200 0 - python-requests/2.31
2025-07-01 04:12:30,INFO,6.212.166.5,Session refreshed for user 'admin'
2025-07-01 04:13:10,INFO,170.159.181.138,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 04:13:24,INFO,93.25.31.45,GET /home HTTP/1.1 200 4096 - Mozilla/5.0
2025-07-01 04:14:15,INFO,156.56.37.176,Session refreshed for user 'alice'
2025-07-01 04:15:22,INFO,135.184.15.200,Successful login for user 'bob'
2025-07-01 04:17:01,INFO,98.153.226.26,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 04:17:13,INFO,174.131.154.1,Successful login for user 'api-service'
2025-07-01 04:17:20,INFO,200.93.247.156,GET /home HTTP/1.1 200 4096 - Mozilla/5.0
2025-07-01 04:19:17,INFO,170.159.181.138,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 04:19:40,INFO,204.65.34.33,GET /home HTTP/1.1 200 2048 - Mozilla/5.0
2025-07-01 04:20:25,INFO,168.155.39.113,Session refreshed for user 'bob'
2025-07-01 04:22:10,INFO,175.240.194.147,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 04:22:40,INFO,170.159.181.138,File access: /var/www/app.js
2025-07-01 04:29:05,INFO,219.242.245.109,Session refreshed for user 'api-service'
2025-07-01 04:30:16,INFO,150.53.36.44,GET /home HTTP/1.1 200 4096 - Mozilla/5.0
2025-07-01 04:30:26,INFO,6.83.102.155,GET /dashboard HTTP/1.1 302 1245 - Chrome/120.0
2025-07-01 04:31:11,INFO,170.159.181.138,Session refreshed for user 'api-service'
2025-07-01 04:33:02,INFO,170.159.181.138,GET /dashboard HTTP/1.1 302 5321 - Chrome/120.0
2025-07-01 04:34:20,INFO,197.181.32.90,GET /home HTTP/1.1 200 2048 - Mozilla/5.0
2025-07-01 04:36:52,INFO,93.89.14.71,File access: /var/www/main.css
2025-07-01 04:41:11,INFO,119.232.8.137,POST /api/data HTTP/1.1 200 2048 - python-requests/2.31
2025-07-01 04:41:32,INFO,117.198.110.75,Successful login for user 'testuser'
2025-07-01 04:42:02,INFO,2.126.5.89,GET /about.html HTTP/1.1 304 0 - curl/7.88.1
2025-07-01 04:42:41,INFO,170.159.181.138,User 'alice' logged out
2025-07-01 04:42:57,INFO,77.133.30.17,File access: /var/www/contact.html
2025-07-01 04:46:10,INFO,84.160.209.178,GET /about.html HTTP/1.1 304 4096 - curl/7.88.1
2025-07-01 04:47:24,INFO,113.232.191.188,User 'admin' logged out
2025-07-01 04:47:42,INFO,49.24.203.65,Session refreshed for user 'charlie'
2025-07-01 04:49:28,INFO,126.55.13.130,POST /api/data HTTP/1.1 200 5321 - python-requests/2.31
2025-07-01 04:49:48,INFO,170.159.181.138,GET /dashboard HTTP/1.1 302 4096 - Chrome/120.0
2025-07-01 04:56:50,INFO,170.159.181.138,User 'alice' logged out
2025-07-01 04:57:14,INFO,58.175.30.240,GET /about.html HTTP/1.1 304 4096 - curl/7.88.1
2025-07-01 04:58:23,INFO,212.229.205.186,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 04:58:32,INFO,138.9.132.84,Successful login for user 'testuser'
2025-07-01 05:01:59,INFO,39.134.20.115,File access: /var/www/contact.html
2025-07-01 05:02:40,INFO,104.62.39.234,Successful login for user 'bob'
2025-07-01 05:03:47,INFO,219.217.23.97,GET /about.html HTTP/1.1 304 0 - curl/7.88.1
2025-07-01 05:05:32,INFO,45.72.167.114,POST /api/data HTTP/1.1 200 2048 - python-requests/2.31
2025-07-01 05:08:11,INFO,100.177.50.178,POST /api/data HTTP/1.1 200 0 - python-requests/2.31
2025-07-01 05:08:11,INFO,126.124.145.228,Session refreshed for user 'alice'
2025-07-01 05:10:42,INFO,92.230.230.166,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 05:12:25,INFO,170.159.181.138,File access: /var/www/contact.html
2025-07-01 05:15:32,INFO,152.208.185.188,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 05:22:26,INFO,170.159.181.138,GET /dashboard HTTP/1.1 302 1245 - Chrome/120.0
2025-07-01 05:26:14,INFO,83.50.0.251,File access: /var/www/contact.html
2025-07-01 05:31:40,INFO,170.159.181.138,User 'alice' logged out
2025-07-01 05:39:03,INFO,160.63.43.13,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 05:44:27,INFO,170.159.181.138,GET /home HTTP/1.1 200 4096 - Mozilla/5.0
2025-07-01 05:49:09,INFO,91.248.17.93,GET /about.html HTTP/1.1 304 4096 - curl/7.88.1
2025-07-01 05:49:17,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 05:52:49,INFO,70.18.85.117,Successful login for user 'alice'
2025-07-01 05:55:25,INFO,212.124.201.191,GET /home HTTP/1.1 200 0 - Mozilla/5.0
2025-07-01 05:55:46,INFO,132.148.229.219,GET /about.html HTTP/1.1 304 5321 - curl/7.88.1
2025-07-01 05:56:53,INFO,170.159.181.138,POST /api/data HTTP/1.1 200 5321 - python-requests/2.31
2025-07-01 06:05:47,INFO,161.230.238.182,GET /dashboard HTTP/1.1 302 4096 - Chrome/120.0
2025-07-01 06:06:07,INFO,217.30.8.227,GET /dashboard HTTP/1.1 302 2048 - Chrome/120.0
2025-07-01 06:06:13,INFO,34.13.231.119,GET /about.html HTTP/1.1 304 4096 - curl/7.88.1
2025-07-01 06:11:15,INFO,170.159.181.138,Session refreshed for user 'charlie'
2025-07-01 06:14:43,INFO,31.7.6.231,User 'charlie' logged out
2025-07-01 06:21:59,INFO,208.183.220.189,GET /dashboard HTTP/1.1 302 4096 - Chrome/120.0
2025-07-01 06:22:30,INFO,195.204.229.210,File access: /var/www/index.html
2025-07-01 06:24:03,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 06:29:37,INFO,118.14.238.24,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 06:30:20,INFO,109.214.252.46,User 'charlie' logged out
2025-07-01 06:33:23,INFO,22.235.72.90,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 06:33:46,INFO,85.39.128.177,User 'alice' logged out
2025-07-01 06:48:01,INFO,36.240.173.5,POST /api/data HTTP/1.1 200 4096 - python-requests/2.31
2025-07-01 06:48:59,INFO,79.174.74.156,GET /dashboard HTTP/1.1 302 5321 - Chrome/120.0
2025-07-01 06:50:02,INFO,39.54.100.125,User 'alice' logged out
2025-07-01 06:55:50,INFO,50.212.41.164,Session refreshed for user 'charlie'
2025-07-01 06:55:51,INFO,170.159.181.138,File access: /var/www/main.css
2025-07-01 06:57:30,INFO,57.8.181.252,Successful login for user 'alice'
2025-07-01 06:58:29,INFO,5.71.75.17,File access: /var/www/contact.html
2025-07-01 07:01:21,INFO,154.90.99.109,POST /api/data HTTP/1.1 200 5321 - python-requests/2.31
2025-07-01 07:04:09,INFO,49.103.190.89,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 07:04:41,INFO,166.152.46.173,Successful login for user 'testuser'
2025-07-01 07:05:49,INFO,143.163.25.199,File access: /var/www/main.css
2025-07-01 07:07:55,INFO,170.159.181.138,GET /home HTTP/1.1 200 2048 - Mozilla/5.0
2025-07-01 07:21:44,INFO,98.138.231.36,User 'api-service' logged out
2025-07-01 07:23:40,INFO,210.182.150.239,GET /about.html HTTP/1.1 304 0 - curl/7.88.1
2025-07-01 07:30:29,INFO,186.90.188.91,GET /about.html HTTP/1.1 304 0 - curl/7.88.1
2025-07-01 07:30:47,INFO,170.159.181.138,POST /api/data HTTP/1.1 200 2048 - python-requests/2.31
2025-07-01 07:38:35,INFO,16.252.113.172,Session refreshed for user 'api-service'
2025-07-01 07:39:54,INFO,170.159.181.138,Successful login for user 'testuser'
2025-07-01 07:40:43,INFO,175.209.62.94,File access: /var/www/main.css
2025-07-01 07:47:26,INFO,32.63.164.76,Session refreshed for user 'bob'
2025-07-01 07:49:23,INFO,44.111.93.90,Session refreshed for user 'admin'
2025-07-01 07:50:55,INFO,109.124.24.47,Session refreshed for user 'alice'
2025-07-01 08:02:49,INFO,133.193.204.74,File access: /var/www/main.css
2025-07-01 08:05:02,INFO,45.180.157.122,Session refreshed for user 'bob'
2025-07-01 08:09:48,INFO,118.58.254.117,GET /home HTTP/1.1 200 0 - Mozilla/5.0
2025-07-01 08:17:19,INFO,11.106.119.71,User 'api-service' logged out
2025-07-01 08:17:56,INFO,170.159.181.138,User 'testuser' logged out
2025-07-01 08:19:45,INFO,28.145.204.134,User 'alice' logged out
2025-07-01 08:25:47,INFO,44.69.87.193,User 'charlie' logged out
2025-07-01 08:33:03,INFO,170.159.181.138,GET /home HTTP/1.1 200 2048 - Mozilla/5.0
2025-07-01 08:33:36,INFO,154.172.0.10,GET /dashboard HTTP/1.1 302 4096 - Chrome/120.0
2025-07-01 08:42:24,INFO,223.143.131.116,Successful login for user 'charlie'
2025-07-01 08:42:40,INFO,214.0.151.137,GET /home HTTP/1.1 200 1245 - Mozilla/5.0
2025-07-01 08:57:59,INFO,157.16.146.199,File access: /var/www/app.js
2025-07-01 09:00:42,INFO,205.175.128.184,Successful login for user 'admin'
2025-07-01 09:00:52,INFO,117.205.6.4,Successful login for user 'alice'
2025-07-01 09:00:58,INFO,87.187.59.84,Successful login for user 'testuser'
2025-07-01 09:01:39,INFO,103.146.203.23,POST /api/data HTTP/1.1 200 4096 - python-requests/2.31
2025-07-01 09:01:51,INFO,91.242.183.84,GET /home HTTP/1.1 200 5321 - Mozilla/5.0
2025-07-01 09:01:53,INFO,23.140.138.240,Session refreshed for user 'charlie'
2025-07-01 09:02:21,INFO,220.48.98.165,GET /dashboard HTTP/1.1 302 2048 - Chrome/120.0
2025-07-01 09:02:26,INFO,170.159.181.138,User 'admin' logged out
2025-07-01 09:03:18,INFO,132.101.145.181,File access: /var/www/index.html
2025-07-01 09:04:04,INFO,36.136.178.84,User 'charlie' logged out
2025-07-01 09:05:41,INFO,162.205.224.53,GET /home HTTP/1.1 200 2048 - Mozilla/5.0
2025-07-01 09:06:14,INFO,163.223.12.60,POST /api/data HTTP/1.1 200 2048 - python-requests/2.31
2025-07-01 09:08:15,INFO,38.73.31.141,Session refreshed for user 'testuser'
2025-07-01 09:08:32,INFO,74.123.146.2,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 09:09:33,INFO,170.159.181.138,Successful login for user 'bob'
2025-07-01 09:09:51,INFO,170.159.181.138,Session refreshed for user 'testuser'
2025-07-01 09:09:59,INFO,16.230.182.40,Session refreshed for user 'alice'
2025-07-01 09:10:11,INFO,170.159.181.138,User 'testuser' logged out
2025-07-01 09:10:33,INFO,11.166.144.198,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 09:10:42,INFO,72.112.189.29,File access: /var/www/main.css
2025-07-01 09:10:47,INFO,120.151.194.216,User 'alice' logged out
2025-07-01 09:11:12,INFO,170.159.181.138,Successful login for user 'charlie'
2025-07-01 09:11:33,INFO,100.158.242.198,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 09:11:59,INFO,170.159.181.138,Successful login for user 'api-service'
2025-07-01 09:13:07,INFO,56.212.251.214,File access: /var/www/contact.html
2025-07-01 09:13:25,INFO,170.159.181.138,Successful login for user 'alice'
2025-07-01 09:13:40,INFO,142.192.237.222,File access: /var/www/index.html
2025-07-01 09:14:52,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 0 - curl/7.88.1
2025-07-01 09:14:55,INFO,90.165.11.42,File access: /var/www/contact.html
2025-07-01 09:14:56,INFO,18.231.234.71,GET /dashboard HTTP/1.1 302 5321 - Chrome/120.0
2025-07-01 09:15:21,INFO,77.138.202.182,POST /api/data HTTP/1.1 200 4096 - python-requests/2.31
2025-07-01 09:15:44,INFO,170.159.181.138,User 'testuser' logged out
2025-07-01 09:15:53,INFO,91.47.104.231,POST /api/data HTTP/1.1 200 0 - python-requests/2.31
2025-07-01 09:16:07,INFO,215.147.23.159,Successful login for user 'testuser'
2025-07-01 09:16:47,INFO,203.54.95.18,User 'charlie' logged out
2025-07-01 09:17:09,INFO,94.39.225.15,GET /about.html HTTP/1.1 304 5321 - curl/7.88.1
2025-07-01 09:18:01,INFO,64.214.162.68,GET /dashboard HTTP/1.1 302 4096 - Chrome/120.0
2025-07-01 09:18:24,INFO,170.159.181.138,GET /home HTTP/1.1 200 0 - Mozilla/5.0
2025-07-01 09:18:30,INFO,188.231.70.35,Session refreshed for user 'charlie'
2025-07-01 09:19:21,INFO,170.159.181.138,GET /home HTTP/1.1 200 4096 - Mozilla/5.0
2025-07-01 09:21:27,INFO,129.85.174.116,Session refreshed for user 'testuser'
2025-07-01 09:21:50,INFO,164.152.14.215,GET /home HTTP/1.1 200 5321 - Mozilla/5.0
2025-07-01 09:21:54,INFO,168.58.247.121,GET /dashboard HTTP/1.1 302 0 - Chrome/120.0
2025-07-01 09:22:06,INFO,53.254.65.165,User 'api-service' logged out
2025-07-01 09:23:24,INFO,63.192.116.71,GET /home HTTP/1.1 200 4096 - Mozilla/5.0
2025-07-01 09:23:54,INFO,14.214.186.178,Session refreshed for user 'api-service'
2025-07-01 09:23:59,INFO,211.75.222.8,POST /api/data HTTP/1.1 200 1245 - python-requests/2.31
2025-07-01 09:24:20,INFO,39.31.234.213,Session refreshed for user 'charlie'
2025-07-01 09:24:58,INFO,63.120.235.143,GET /dashboard HTTP/1.1 302 0 - Chrome/120.0
2025-07-01 09:25:02,INFO,137.251.14.215,GET /dashboard HTTP/1.1 302 5321 - Chrome/120.0
2025-07-01 09:25:02,INFO,181.28.254.168,Session refreshed for user 'admin'
2025-07-01 09:25:02,INFO,145.236.241.117,Successful login for user 'alice'
2025-07-01 09:26:14,INFO,81.240.41.68,GET /home HTTP/1.1 200 4096 - Mozilla/5.0
2025-07-01 09:26:19,INFO,93.66.35.166,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 09:26:21,INFO,170.159.181.138,POST /api/data HTTP/1.1 200 4096 - python-requests/2.31
2025-07-01 09:26:23,INFO,91.147.17.77,GET /home HTTP/1.1 200 4096 - Mozilla/5.0
2025-07-01 09:27:47,INFO,170.159.181.138,User 'admin' logged out
2025-07-01 09:27:49,INFO,223.150.234.242,File access: /var/www/app.js
2025-07-01 09:27:58,INFO,40.100.29.52,File access: /var/www/contact.html
2025-07-01 09:29:40,INFO,200.28.21.134,Successful login for user 'api-service'
2025-07-01 09:30:34,INFO,208.147.244.146,GET /dashboard HTTP/1.1 302 1245 - Chrome/120.0
2025-07-01 09:31:13,INFO,170.159.181.138,File access: /var/www/contact.html
2025-07-01 09:31:16,INFO,170.159.181.138,File access: /var/www/app.js
2025-07-01 09:33:12,INFO,170.159.181.138,GET /home HTTP/1.1 200 2048 - Mozilla/5.0
2025-07-01 09:33:24,INFO,147.91.247.84,Successful login for user 'bob'
2025-07-01 09:33:27,INFO,1.192.201.180,File access: /var/www/index.html
2025-07-01 09:33:29,INFO,90.20.58.56,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 09:33:32,INFO,133.8.187.7,Session refreshed for user 'api-service'
2025-07-01 09:35:22,INFO,158.57.153.26,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 09:36:02,INFO,155.31.133.119,User 'testuser' logged out
2025-07-01 09:36:23,INFO,76.198.185.24,User 'bob' logged out
2025-07-01 09:36:35,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 09:38:01,INFO,170.159.181.138,Successful login for user 'bob'
2025-07-01 09:39:23,INFO,125.144.117.132,File access: /var/www/index.html
2025-07-01 09:39:31,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 09:39:42,INFO,112.118.144.77,GET /home HTTP/1.1 200 1245 - Mozilla/5.0
2025-07-01 09:39:43,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 1245 - curl/7.88.1
2025-07-01 09:39:44,INFO,95.31.244.56,User 'testuser' logged out
2025-07-01 09:39:56,INFO,177.9.21.150,Session refreshed for user 'api-service'
2025-07-01 09:40:04,INFO,114.65.239.20,File access: /var/www/app.js
2025-07-01 09:40:22,INFO,12.207.53.88,POST /api/data HTTP/1.1 200 0 - python-requests/2.31
2025-07-01 09:40:29,INFO,31.20.215.128,POST /api/data HTTP/1.1 200 2048 - python-requests/2.31
2025-07-01 09:40:32,INFO,24.82.56.12,User 'charlie' logged out
2025-07-01 09:40:44,INFO,67.39.129.200,GET /home HTTP/1.1 200 5321 - Mozilla/5.0
2025-07-01 09:40:50,INFO,170.159.181.138,File access: /var/www/main.css
2025-07-01 09:42:09,INFO,170.159.181.138,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 09:42:12,INFO,160.16.159.246,GET /about.html HTTP/1.1 304 2048 - curl/7.88.1
2025-07-01 09:42:40,INFO,39.237.46.194,File access: /var/www/app.js
2025-07-01 09:43:10,INFO,153.93.86.53,GET /dashboard HTTP/1.1 302 5321 - Chrome/120.0
2025-07-01 09:43:28,INFO,170.159.181.138,Session refreshed for user 'alice'
