timestamp,log_level,module,message,ip,http_status,http_method,path,user_agent,response_bytes
"2025-11-01 00:00:17,000",INFO,HTTP_ACCESS,"GET /redirect status=304 bytes=0 ip=192.168.1.11 ua=""curl/8.2.1""",192.168.1.11,304,GET,/redirect,curl/8.2.1,0
"2025-11-01 00:00:19,000",INFO,HTTP_ACCESS,"GET /redirect status=200 bytes=13038 ip=172.16.1.4 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",172.16.1.4,200,GET,/redirect,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",13038
"2025-11-01 00:00:20,000",INFO,HTTP_ACCESS,"GET /assets/app.js status=200 bytes=16813 ip=172.16.0.136 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.0.136,200,GET,/assets/app.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",16813
"2025-11-01 00:00:22,000",INFO,HTTP_ACCESS,"GET /login status=200 bytes=31911 ip=192.168.1.221 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",192.168.1.221,200,GET,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",31911
"2025-11-01 00:00:24,000",INFO,HTTP_ACCESS,"GET /login status=200 bytes=42210 ip=172.16.1.214 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",172.16.1.214,200,GET,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",42210
"2025-11-01 00:00:25,000",INFO,HTTP_ACCESS,"GET /status status=302 bytes=1476 ip=172.16.1.80 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",172.16.1.80,302,GET,/status,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1476
"2025-11-01 00:00:26,000",INFO,HTTP_ACCESS,"GET /login status=200 bytes=2668 ip=10.0.0.29 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",10.0.0.29,200,GET,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",2668
"2025-11-01 00:00:28,000",INFO,HTTP_ACCESS,"GET /assets/app.js status=200 bytes=29056 ip=10.0.0.52 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",10.0.0.52,200,GET,/assets/app.js,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,29056
"2025-11-01 00:00:30,000",INFO,HTTP_ACCESS,"GET /redirect status=304 bytes=0 ip=172.16.0.207 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",172.16.0.207,304,GET,/redirect,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",0
"2025-11-01 00:00:32,000",INFO,HTTP_ACCESS,"GET /reports/daily status=200 bytes=18467 ip=172.16.1.137 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.1.137,200,GET,/reports/daily,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",18467
"2025-11-01 00:00:33,000",INFO,HTTP_ACCESS,"GET /assets/styles.css status=304 bytes=0 ip=10.0.0.167 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",10.0.0.167,304,GET,/assets/styles.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",0
"2025-11-01 00:00:34,000",INFO,HTTP_ACCESS,"GET /redirect status=200 bytes=20310 ip=172.16.0.219 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.0.219,200,GET,/redirect,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",20310
"2025-11-01 00:00:35,000",INFO,HTTP_ACCESS,"GET /assets/styles.css status=200 bytes=31328 ip=172.16.0.237 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.0.237,200,GET,/assets/styles.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",31328
"2025-11-01 00:00:37,000",INFO,HTTP_ACCESS,"GET /index.html status=200 bytes=10898 ip=192.168.1.10 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",192.168.1.10,200,GET,/index.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",10898
"2025-11-01 00:00:40,000",INFO,HTTP_ACCESS,"GET /status status=304 bytes=0 ip=172.16.1.158 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.1.158,304,GET,/status,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",0
"2025-11-01 00:00:41,000",INFO,HTTP_ACCESS,"GET /reports/daily status=200 bytes=3255 ip=10.0.0.132 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",10.0.0.132,200,GET,/reports/daily,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",3255
"2025-11-01 00:00:42,000",INFO,HTTP_ACCESS,"GET /status status=200 bytes=33340 ip=172.16.0.59 ua=""curl/8.2.1""",172.16.0.59,200,GET,/status,curl/8.2.1,33340
"2025-11-01 00:00:44,000",INFO,HTTP_ACCESS,"GET /login status=200 bytes=32126 ip=172.16.1.167 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",172.16.1.167,200,GET,/login,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,32126
"2025-11-01 00:00:49,000",INFO,HTTP_ACCESS,"GET /api/health status=304 bytes=0 ip=10.0.0.77 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",10.0.0.77,304,GET,/api/health,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",0
"2025-11-01 00:00:52,000",INFO,HTTP_ACCESS,"POST / status=200 bytes=16234 ip=172.16.1.191 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.1.191,200,POST,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",16234
"2025-11-01 00:00:53,000",INFO,HTTP_ACCESS,"GET /redirect status=302 bytes=3164 ip=172.16.1.5 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.1.5,302,GET,/redirect,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",3164
"2025-11-01 00:00:55,000",INFO,HTTP_ACCESS,"GET /reports/daily status=304 bytes=0 ip=172.16.0.183 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.0.183,304,GET,/reports/daily,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",0
"2025-11-01 00:00:57,000",INFO,HTTP_ACCESS,"GET /login status=200 bytes=32295 ip=172.16.0.149 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",172.16.0.149,200,GET,/login,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,32295
"2025-11-01 00:01:00,000",INFO,HTTP_ACCESS,"GET /api/health status=200 bytes=25827 ip=172.16.0.241 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",172.16.0.241,200,GET,/api/health,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",25827
"2025-11-01 00:01:01,000",INFO,HTTP_ACCESS,"GET /login status=302 bytes=3549 ip=172.16.1.2 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",172.16.1.2,302,GET,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",3549
"2025-11-01 00:01:03,000",INFO,HTTP_ACCESS,"GET /index.html status=302 bytes=2324 ip=172.16.1.187 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.1.187,302,GET,/index.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",2324
"2025-11-01 00:01:06,000",INFO,HTTP_ACCESS,"GET /index.html status=200 bytes=27072 ip=10.0.0.123 ua=""curl/8.2.1""",10.0.0.123,200,GET,/index.html,curl/8.2.1,27072
"2025-11-01 00:01:12,000",INFO,HTTP_ACCESS,"GET / status=200 bytes=49807 ip=192.168.1.231 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",192.168.1.231,200,GET,/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,49807
"2025-11-01 00:01:15,000",INFO,HTTP_ACCESS,"POST /dashboard status=200 bytes=1121 ip=10.0.0.168 ua=""curl/8.2.1""",10.0.0.168,200,POST,/dashboard,curl/8.2.1,1121
"2025-11-01 00:01:16,000",INFO,HTTP_ACCESS,"GET /index.html status=200 bytes=1466 ip=172.16.0.56 ua=""curl/8.2.1""",172.16.0.56,200,GET,/index.html,curl/8.2.1,1466
"2025-11-01 00:01:18,000",INFO,HTTP_ACCESS,"GET /index.html status=302 bytes=4225 ip=10.0.0.204 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",10.0.0.204,302,GET,/index.html,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,4225
"2025-11-01 00:01:19,000",INFO,HTTP_ACCESS,"GET /index.html status=200 bytes=12389 ip=10.0.0.91 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",10.0.0.91,200,GET,/index.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",12389
"2025-11-01 00:01:21,000",INFO,HTTP_ACCESS,"GET /assets/styles.css status=200 bytes=36658 ip=192.168.1.167 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",192.168.1.167,200,GET,/assets/styles.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",36658
"2025-11-01 00:01:24,000",INFO,HTTP_ACCESS,"GET /login status=200 bytes=29184 ip=10.0.0.136 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",10.0.0.136,200,GET,/login,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,29184
"2025-11-01 00:01:27,000",INFO,HTTP_ACCESS,"GET /assets/app.js status=200 bytes=35637 ip=172.16.1.4 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",172.16.1.4,200,GET,/assets/app.js,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,35637
"2025-11-01 00:01:29,000",INFO,HTTP_ACCESS,"GET /assets/styles.css status=200 bytes=33411 ip=192.168.1.128 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",192.168.1.128,200,GET,/assets/styles.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",33411
"2025-11-01 00:01:30,000",INFO,HTTP_ACCESS,"GET /reports/daily status=200 bytes=31528 ip=192.168.1.187 ua=""curl/8.2.1""",192.168.1.187,200,GET,/reports/daily,curl/8.2.1,31528
"2025-11-01 00:01:33,000",INFO,HTTP_ACCESS,"GET / status=200 bytes=47011 ip=192.168.1.246 ua=""curl/8.2.1""",192.168.1.246,200,GET,/,curl/8.2.1,47011
"2025-11-01 00:01:36,000",INFO,HTTP_ACCESS,"GET /index.html status=302 bytes=648 ip=192.168.1.21 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",192.168.1.21,302,GET,/index.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",648
"2025-11-01 00:01:37,000",INFO,HTTP_ACCESS,"GET /index.html status=200 bytes=15354 ip=172.16.0.84 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.0.84,200,GET,/index.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",15354
"2025-11-01 00:01:40,000",INFO,HTTP_ACCESS,"GET /status status=200 bytes=12898 ip=10.0.0.194 ua=""curl/8.2.1""",10.0.0.194,200,GET,/status,curl/8.2.1,12898
"2025-11-01 00:01:42,000",INFO,HTTP_ACCESS,"GET /dashboard status=302 bytes=2870 ip=172.16.1.201 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",172.16.1.201,302,GET,/dashboard,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",2870
"2025-11-01 00:01:43,000",INFO,HTTP_ACCESS,"GET /reports/daily status=302 bytes=1201 ip=10.0.0.104 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",10.0.0.104,302,GET,/reports/daily,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1201
"2025-11-01 00:01:45,000",INFO,HTTP_ACCESS,"GET /api/health status=200 bytes=19617 ip=192.168.1.233 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",192.168.1.233,200,GET,/api/health,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,19617
"2025-11-01 00:01:47,000",INFO,HTTP_ACCESS,"GET /assets/app.js status=304 bytes=0 ip=10.0.0.240 ua=""curl/8.2.1""",10.0.0.240,304,GET,/assets/app.js,curl/8.2.1,0
"2025-11-01 00:01:48,000",INFO,HTTP_ACCESS,"GET / status=304 bytes=0 ip=192.168.1.210 ua=""curl/8.2.1""",192.168.1.210,304,GET,/,curl/8.2.1,0
"2025-11-01 00:01:49,000",INFO,HTTP_ACCESS,"GET /status status=304 bytes=0 ip=192.168.1.153 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",192.168.1.153,304,GET,/status,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,0
"2025-11-01 00:01:51,000",INFO,HTTP_ACCESS,"POST /reports/daily status=302 bytes=4589 ip=172.16.0.59 ua=""curl/8.2.1""",172.16.0.59,302,POST,/reports/daily,curl/8.2.1,4589
"2025-11-01 00:01:52,000",INFO,HTTP_ACCESS,"GET /assets/app.js status=304 bytes=0 ip=172.16.0.72 ua=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15""",172.16.0.72,304,GET,/assets/app.js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",0
"2025-11-01 00:01:55,000",INFO,HTTP_ACCESS,"GET /login status=304 bytes=0 ip=10.0.0.120 ua=""curl/8.2.1""",10.0.0.120,304,GET,/login,curl/8.2.1,0
"2025-11-01 00:01:56,000",INFO,HTTP_ACCESS,"GET /login status=200 bytes=19665 ip=172.16.0.53 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",172.16.0.53,200,GET,/login,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,19665
"2025-11-01 00:01:57,000",INFO,HTTP_ACCESS,"GET / status=200 bytes=47078 ip=10.0.0.126 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",10.0.0.126,200,GET,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",47078
"2025-11-01 00:01:58,000",INFO,HTTP_ACCESS,"POST /login status=200 bytes=6755 ip=172.16.0.214 ua=""curl/8.2.1""",172.16.0.214,200,POST,/login,curl/8.2.1,6755
"2025-11-01 00:02:01,000",INFO,HTTP_ACCESS,"GET /redirect status=200 bytes=8196 ip=172.16.0.247 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.0.247,200,GET,/redirect,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",8196
"2025-11-01 00:02:03,000",INFO,HTTP_ACCESS,"GET / status=302 bytes=1538 ip=192.168.1.240 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",192.168.1.240,302,GET,/,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,1538
"2025-11-01 00:02:05,000",INFO,HTTP_ACCESS,"GET / status=200 bytes=30737 ip=10.0.0.216 ua=""curl/8.2.1""",10.0.0.216,200,GET,/,curl/8.2.1,30737
"2025-11-01 00:02:08,000",INFO,HTTP_ACCESS,"GET /assets/styles.css status=304 bytes=0 ip=172.16.0.192 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.0.192,304,GET,/assets/styles.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",0
"2025-11-01 00:02:10,000",INFO,HTTP_ACCESS,"POST /status status=304 bytes=0 ip=172.16.1.115 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.1.115,304,POST,/status,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",0
"2025-11-01 00:02:12,000",INFO,HTTP_ACCESS,"GET /redirect status=200 bytes=46422 ip=172.16.0.44 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.0.44,200,GET,/redirect,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",46422
"2025-11-01 00:02:13,000",INFO,HTTP_ACCESS,"GET /assets/styles.css status=200 bytes=8108 ip=172.16.1.25 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",172.16.1.25,200,GET,/assets/styles.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",8108
"2025-11-01 00:02:16,000",INFO,HTTP_ACCESS,"POST /reports/daily status=200 bytes=12039 ip=10.0.0.50 ua=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36""",10.0.0.50,200,POST,/reports/daily,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0 Safari/537.36",12039
"2025-11-01 00:02:17,000",INFO,HTTP_ACCESS,"GET / status=304 bytes=0 ip=172.16.0.34 ua=""curl/8.2.1""",172.16.0.34,304,GET,/,curl/8.2.1,0
"2025-11-01 00:02:18,000",INFO,HTTP_ACCESS,"POST /api/health status=200 bytes=28713 ip=172.16.1.230 ua=""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0""",172.16.1.230,200,POST,/api/health,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/119.0,28713
